0x00370EC5	煌雷霹雳弩 
0xA8E2D04A	如果您想在您的集会中发布任务，则需要使用此方法。\n
0xA90CDA28	睡眠珠【1】
0xA93566BB	大骨铳枪 
0xA93F674C	耐毒护石Ⅱ
0xA944A913	沙海长枪Ⅳ 
0xA94C2F6A	随机化
0xA982AB44	奇怪龙
0xA9844FE1	龙穿弓Ⅰ 
0xA9958916	锁刃大剑·兰马洛克 
0xA99FD2FA	辟豪剑Ⅰ 
0xA9C388C4	迅击炼弩Ⅲ 
0xA9C54C23	人鱼龙
0xA9DE0426	速变·雷光珠【3】
0xA9EEE2A8	沼喷龙
0xAA08C670	装饰品
0xAA0D1B89	骨长枪Ⅳ 
0xAA0FD35D	眠瓶珠【3】
0xAA13C464	击晕珠Ⅲ【3】
0xAA270407	大剑
0xAA2D5120	护锁刃剑Ⅰ 
0xAA377B65	大名盾蟹
0xAA51B8CB	巨蜂的甲壳
0xAA60AEEF	护火龙猫头盔
0xAA797EB5	辟蛮刀Ⅲ 
0xAA811D7B	希望大锤Ⅴ 
0xAA843A11	吞噬烈炎斩斧 
0xAA8C2DA5	餐点回避术【小】
0xAAA03E21	RT键/R2键
0xAAB97F43	断崖金属杖 
0xAABCAED9	飓风护雷爪 
0xAAC39567	刺花长枪Ⅰ 
0xAADBFD6E	满足感
0xAAE3E7AB	女武神骨剑Ⅰ 
0xAAE4B3B5	护鹭鹰龙
0xAB188A53	黯灰金石
0xAB245288	炎尾大剑Ⅰ 
0xAB56150A	回复药
0xAB597917	属吸护石Ⅰ
0xAB5C8E8B	沼喷蛛毒重弩 
0xAB5D60DF	初弹·流水珠【3】
0xAB8388CC	移除所有玩家的效果##GSCharge
0xAB8C4A35	自制任务
0xAB8CE42A	希望大剑Ⅰ 
0xABB6C7DD	流水珠【1】
0xABCCF22F	雾效抖动噪声类型
0xABD7CEDA	移除所有玩家的效果##IGTriple
0xABE459E0	生效范围
0xAC0EF26A	早复护石Ⅰ
0xAC26EE0F	盾突龙的毛织品
0xAC2E767B	火炎·强壁珠【3】
0xAC41E036	大炮强攻者 
0xAC4208C5	力量之护符
0xAC49505C	刺花蜘蛛的坚壳
0xAC5C6018	护火龙的逆鳞
0xAC681643	刺花长枪Ⅳ 
0xAC9B7F98	巨大风笛 
0xACBB99E9	打磨·达人珠【3】
0xACD0B98C	移除所有玩家的效果##SNSCharge
0xACD4C925	锁刃刀Ⅰ 
0xACDF7324	风铗龙猫帽α
0xACE5D9E6	火炎·匠珠【3】
0xACF1721B	骨制弯刀Ⅲ 
0xACFFCF93	排除捕获任务
0xAD2CE867	麻痹属性强化
0xAD555039	希望之剑Ⅲ 
0xAD6C234B	威吓护石Ⅲ
0xAD6FDFD9	赫猿兽α 
0xAD948886	淡化距离
0xAD9FEB77	赫炎护剑Ⅱ 
0xADA0AAB6	毒珠【1】
0xADA5D5A6	冰结·积弹珠【3】
0xADDEE960	沙海笛Ⅱ 
0xAE03D373	火炎·速变珠【3】
0xAE0ED984	信息
0xAE557895	铠龙之守护
0xAE573C9D	怪鸟头锤Ⅱ 
0xAE8DBB27	耐裂护石Ⅰ
0xAEBC3596	耐冰护石Ⅲ
0xAEC92471	老旧武器碎片·装置
0xAECD8B0B	桃毛兽王猫铃鼓α
0xAEF59B0E	缠蛙狩猎证
0xAF078B8D	缓冲
0xAF166608	慢动作过渡速度
0xAF1FA782	毒蛛刺花双镰 
0xAF2D20E2	终极战斧 
0xAF31F3D6	护火龙的坚壳
0xAF350836	大师经验倍率（不包括怪异研究）
0xAF9F90C9	希望之斧Ⅱ 
0xAFAAC5CA	耐绝珠【1】
0xAFB3DA14	增弹·达人珠【3】
0xAFCC380C	赫猿兽的坚壳
0xB039D341	体术珠【1】
0xB056B957	雷光·昂扬珠【3】
0xB05BB195	治愈护石Ⅱ
0xB071A59C	道具使用强化
0xB071E6E6	非法的地图
0xB0862B48	心眼弱特均不触发
0xB087B58C	沙海锤Ⅳ 
0xB08F5DC4	闪电护雷弓 
0xB091F1DC	金之遗物票
0xB0F47B5B	怪鸟之怒Ⅱ 
0xB107A380	速射强化
0xB116477D	较低 (" .. VolumetricFogTextureSizes[3] .. ", 隐藏)
0xB121CFFD	锁刃龙α 
0xB12234AA	生锈的武器碎片
0xB133DABB	鬼人药
0xB13BA518	毛皮之诱惑
0xB1424A3B	超心珠Ⅱ【2】
0xB1541533	贯穿弹·龙之箭强化
0xB154FEB9	滚轮向上
0xB155B0BF	在任务结束时禁用无人机拍摄镜头。
0xB182C605	快吃护石Ⅱ
0xB184A01D	耐冲护石Ⅲ
0xB18CA3D1	骨制兵装Ⅳ 
0xB191DE26	暗器蛸猫面纱α
0xB19E04BB	整备珠【2】
0xB1A18F7F	机械长枪Ⅱ 
0xB1AC166F	缠蛙狼牙棒Ⅳ 
0xB1B24559	希望之弓Ⅱ 
0xB1C88837	护火龙猫刃
0xB21FD305	雪狮子王α 
0xB22DBD50	刺击珠【3】
0xB23E086C	如果出现问题，使用此项取消隐藏GUI并恢复UI声音
0xB269FA12	钳速龙
0xB2A3DAE7	铠龙重剑Ⅰ 
0xB2E42276	沼喷狙击炮Ⅲ 
0xB2FE4E99	泥鱼龙
0xB316F650	耐力急速回复
0xB32986CB	希望加农炮Ⅲ 
0xB32C1E0A	急袭珠【2】
0xB333FFAD	波涛双棍Ⅰ 
0xB339D12B	狂龙结晶碎片
0xB344F074	狱焰蛸 
0xB35D2870	排除 等级以外的任务
0xB389B6B1	西尔德大蒜
0xB3E7C105	辟暴斧Ⅲ 
0xB3ECFCA3	瞄准键：
0xB3FB0A27	暗器蛸之力
0xB40B1FA3	元气饮料
0xB411DF16	不在集会时不能加入集会任务
0xB4233160	铁刀Ⅰ 
0xB424B820	毒菇
0xB45110AC	叠鳞之工艺
0xB45FC9CA	潜行虫棍Ⅱ 
0xB46C2A31	天廻龙
0xB47A0002	辟乱刃Ⅱ 
0xB47B1513	毒怪鸟狩猎证 S
0xB48BEB6C	暗器蛸猫服装
0xB49E6C5C	虚无之弦Ⅰ 
0xB4AFC722	煌雷鼓Ⅲ 
0xB4B90AF8	奥特琳德 
0xB4BD5A96	锁刃龙
0xB4C65A2E	呼号护雷笛 
0xB4D50983	飞雷龙
0xB4E46526	冰结·击晕珠【3】
0xB4F07552	风铗龙猫扇
0xB4FEA39A	暗器蛸的皮
0xB513D567	格挡强化
0xB52643DA	轰天苍雷晶
0xB529518F	强四射击
0xB534039E	影蜘蛛盾剑Ⅱ 
0xB54301D9	机械爆风弩Ⅱ 
0xB544FC87	钢铁迅斧Ⅲ 
0xB555187F	希望轻弩Ⅱ 
0xB55DD832	影蜘蛛柔韧弓Ⅰ 
0xB56C47C1	狱焰蛸猫罐α
0xB5874868	沼喷龙猫速射器α
0xB5AA3D1A	拔打珠Ⅱ【2】
0xB5AF1AE8	异界铳火Ⅰ 
0xB5B81100	打消果实
0xB5DB965B	异界锁镰Ⅱ 
0xB5E64155	护锁刃龙猫头盔α
0xB62702E8	血泪Ⅰ 
0xB63BE669	回避距离提升
0xB63D3986	护鹭鹰龙的羽毛
0xB646F3C8	狂暴护辟暴斧 
0xB676F1EE	骨铳枪Ⅱ 
0xB67F7E74	大水袋
0xB68092BA	机械战锤Ⅱ 
0xB6994009	暗器蛸的上等触手
0xB6AD506A	反攻护石Ⅱ
0xB6AE96AF	蓄蚀风爪盾斧 
0xB6C8C460	汉方粉尘
0xB6DC1CCE	麻痹耐性
0xB6E9B0AF	时间限制
0xB6FDF827	圆龟金花虫
0xB707AA0F	沙海龙的鳞
0xB734B737	波涛斩斧Ⅲ 
0xB7493AD5	熔岩洞
0xB76C1DEF	耐绝护石Ⅲ
0xB76F99F7	护锁刃盾斧Ⅰ 
0xB7975703	日冕短剑 
0xB7C00490	整备护石Ⅰ
0xB7C10361	武器
0xB7EDB380	护辟兽猫头盔α
0xB7FA9069	启用剔除
0xB832867E	离开
0xB83401F9	餐点捕获好手
0xB8351E6C	利刃·冰结珠【3】
0xB841DB8C	双剑##BuffGlow
0xB84B33DF	赫炎甲弩·因揭陀 
0xB85494AE	骨长枪Ⅱ 
0xB8668FFA	猎枪Ⅳ 
0xB86DF0C0	优质天堑芦荟
0xB8760E12	血盗虫的甲壳
0xB8784122	橡胶质的皮
0xB87DCF5F	辟兽的爪
0xB89F8142	耐水珠【1】
0xB8B19E36	破龙·属会珠【3】
0xB8B4EC63	火属性攻击强化
0xB8DF9BD2	骨制猫锤
0xB8EE2E93	环境护石Ⅰ
0xB90843F4	移除所有玩家的效果##HBCharge
0xB927C187	缠蛙强跃棍 
0xB92E07F8	雷光·守势珠【3】
0xB9604394	手柄设置
0xB96EEEB9	缠蛙β 
0xB974E99F	檀君辟豪剑 
0xB9B9A564	耐爆护石Ⅱ
0xB9C31EE6	巨大龙血石
0xB9C866DF	怪鸟币弓 
0xB9CC4C0D	煌雷龙的尾巴
0xB9CC9D54	大角凤蝶
0xB9D33882	投射器毒弹
0xB9D47E76	跳过唱歌
0xB9DA5FBA	七色金石
0xB9DAE605	银色金石
0xB9EB349C	刚刃珠Ⅲ【3】
0xBA023736	夺气珠Ⅲ【3】
0xBA03E254	骨刃Ⅲ 
0xBA1DE864	影蜘蛛的甲壳
0xBA4C439E	辟荒枪Ⅱ 
0xBA508311	波涛弓Ⅲ 
0xBA5766F3	狱焰蛸的油膜
0xBA629A3D	锯带龙 
0xBA825C7F	部位破坏伤害提升至10%。
0xBA990E6B	沙海锤Ⅱ 
0xBAB879D5	铠龙猫面具α
0xBADBCD7B	锁刃护石Ⅱ
0xBAF1652F	插槽类型##SlotsPoints%d
0xBB32FD3D	耐龙护石Ⅱ
0xBB4D9AD1	护雷白爪Ⅰ 
0xBB50716C	优质沙胡椒果实
0xBB5AEDAD	GUI 设置
0xBB6BE597	错误，非该护石类型
0xBB7CE130	强击护雷斩斧 
0xBB8D48B5	锁定怪物出生地点
0xBBB64583	小块龙血石
0xBBB66A3F	积弹珠【1】
0xBBFBE365	机械锯斧Ⅱ 
0xBC3F6449	睡眠袋
0xBC466F5D	鬼人药G
0xBC57B1B3	集中
0xBC744787	可参与人数
0xBC781875	守势珠Ⅲ【3】
0xBC7CBB21	爆瓶珠【2】
0xBC859E20	机械剑Ⅰ 
0xBC9885DE	炎尾龙狩猎证
0xBCAC64CE	加载脚本默认值
0xBCB82E09	护辟虐弓Ⅰ 
0xBCBA1495	怪力种子
0xBCC86ECC	昂扬珠Ⅱ【2】
0xBCCF4441	狂暴护辟荒枪 
0xBCD0D772	铬钢疾风 
0xBCDE29A4	快吃护石Ⅲ
0xBCE39B87	标本珠【1】
0xBCF7076B	饥饿耐性
0xBD0032C4	优质绯琥珀
0xBD279D74	巧击
0xBD2FBA62	任务等级
0xBD446BFC	阿托斯的骑士铠甲α
0xBD593B04	冰结·铁壁珠【3】
0xBD5C6F79	纳刀护石Ⅲ
0xBD65E039	怪鸟猫团扇α
0xBD66BBA3	技能 1 类型##Skill1Points%d
0xBD6D0571	毒珠Ⅲ【3】
0xBD7733EC	波衣龙狩猎证 S
0xBD7B3DE7	大锤
0xBD9254B4	麻痹陷阱
0xBD98C4CD	古老化石骨
0xBDADE8D8	沼喷穿刺针Ⅱ 
0xBDC66A3A	希望之弓Ⅲ 
0xBDCBBED5	暗器蛸猫面纱
0xBDD8B967	痛击护石Ⅰ
0xBDE709EE	希望之斧Ⅳ 
0xBDF66E34	积弹·流水珠【3】
0xBE28920E	希望之刀Ⅱ 
0xBE2E5917	龙击果实
0xBE86126B	坚甲瓢虫
0xBE9B9E7C	风甲弓Ⅱ 
0xBE9EBAD5	餐点解体术
0xBEDD600C	缠蛙鸣放炮 
0xBEE089FE	心眼
0xBEE2F1F0	金属风笛Ⅱ 
0xBEF34588	妃龙炮【远击】Ⅰ 
0xBF0B8024	机械破坏炮Ⅰ 
0xBF15659C	拔打·击晕珠【3】
0xBF1AEE3A	投射器水流弹
0xBF1B3C04	铳枪
0xBF22E250	出了一些问题
0xBF3DA1D4	浑身珠【2】
0xBF46EB81	风铗龙的上等皮
0xBF9F2E2F	冰封群岛
0xBFA84D59	异界铳火Ⅱ 
0xBFC01337	任务等级
0xBFD52C7C	狱焰蛸β 
0xBFD71B2B	破坏者大剑Ⅱ 
0xBFDE8DDC	骨制猫铠甲α
0xBFE63245	狮子双刃弯刀 
0xBFEC0A3F	 任务
0xBFFF295E	断崖金属锤 
0xC003BB5E	沙海龙狩猎证
0xC00534B9	强走护石Ⅲ
0xC01606F5	治愈珠【1】
0xC01F99E4	机械加农炮Ⅰ 
0xC02208ED	护雷颚龙的上等毛皮
0xC0289FF6	锁刃铳枪·鲍斯 
0xC0325850	帝王公牛锹形虫
0xC0492009	锁刃弓·特里斯坦 
0xC054281D	破龙·铁壁珠【3】
0xC05E7746	生命粉尘
0xC0650FDE	钻研
0xC0687FD4	投射器重贯穿弹
0xC0B3F0F0	通常弹
0xC0C508C9	沙海剑Ⅱ 
0xC0CB1B38	火龙棍Ⅰ 
0xC0E4B44B	雌火龙的上等鳞
0xC0F88D96	猎枪Ⅲ 
0xC10A2998	希望猫头盔
0xC1106238	库纳法猫服装α
0xC115A5A5	连击护石Ⅱ
0xC1189AC8	棘龙
0xC1A71EAE	连击护石Ⅰ
0xC1C3AA63	沙海龙的甲壳
0xC1D0ACEF	打磨·拔刀珠【3】
0xC213DD94	钝器能手
0xC214EABA	蛮颚龙
0xC21AE284	自动出发
0xC2468BFE	蜘蛛网
0xC276EE4A	火神白炎碎 
0xC27E605E	炮术珠Ⅲ【3】
0xC28D4A20	威吓护石Ⅱ
0xC28EC2DF	护盾of酷热 
0xC29D5F6C	无法在此区域发布任务
0xC2AC5920	沼喷锯Ⅱ 
0xC2CF1F7C	硬质骨头
0xC2D43805	剑豪独眼罩 
0xC2DCD4E3	硬骨兵装 
0xC2ECD0F7	女武神战铃Ⅰ 
0xC2EF4E6D	断食护石Ⅲ
0xC3153E20	血盗虫 
0xC328C590	每破坏一个部位\n额外增加5%部位破坏伤害。
0xC341B10C	刺花盾斧Ⅰ 
0xC3439727	怪异克服神秘红光天慧龙
0xC352FF0F	守势·冰结珠【3】
0xC3554449	跳跃护石Ⅰ
0xC36074A4	跳跃珠【2】
0xC36C1A06	强壁·破龙珠【3】
0xC373BDA4	天使之足 
0xC38E3200	护雷白锤Ⅰ 
0xC3B1A315	体积雾分辨率
0xC3E8F45A	巨蜂α 
0xC3EAB559	随从/怪物被击杀时激活慢动作
0xC3EF62A0	流水·匠珠【3】
0xC41C4E1F	浑身护石Ⅰ
0xC42B5142	餐点长靴术
0xC43330FA	猎人经验倍率（不包括怪异研究）
0xC43C61DD	耐绝护石Ⅰ
0xC4564BD6	护凶爪龙猫锁镰
0xC463C346	赫炎三叉戟Ⅱ 
0xC46AE8F9	雷颚龙之斗志
0xC470E915	要排除的怪异化调查任务等级
0xC483E9D8	沼喷龙的皮
0xC48CCA89	探索猫锥
0xC493C16C	纳刀术
0xC4AC820A	耐震护石Ⅲ
0xC4CE824E	启用高级选项
0xC4E337DE	沼喷刺尾鲷毒锯 
0xC55D4536	精神抖擞
0xC55F4D09	希望加农炮Ⅳ 
0xC566EDD5	高能迅击炼弩 
0xC57C8D0D	巨蜂
0xC59C03DD	冻峰金属炮Ⅰ 
0xC59DDF73	匠珠【1】
0xC5A727DC	投射器重炸裂弹
0xC5BD6457	解毒药
0xC5FACF90	牢狱锤Ⅳ 
0xC6245B2E	怨恨
0xC62BBE76	库纳法α 
0xC62DBBE0	飞燕·攻击珠【3】
0xC6652361	餐点解体铁人
0xC679C824	骨制虫棍Ⅲ 
0xC683D27E	辟兽的牙
0xC68933D1	狱焰锤Ⅰ 
0xC689B974	护锁刃弓·特里斯坦 
0xC69EB907	属会·射法珠【3】
0xC6A0B39B	红莲爆鳞龙
0xC6A9767B	餐点防御术【小】
0xC6B82824	此存档为空
0xC6BC871B	风铗龙的上等鳞
0xC6C87ECE	随机任务等级
0xC6CEBCE0	闪耀战车 
0xC7566908	煌雷龙猫【武士盔】
0xC76A153B	断崖金属风琴 
0xC79CDB3A	解毒草
0xC7B9ECB0	坚龙骨
0xC7C48E33	强壁珠Ⅱ【2】
0xC7CCD491	重击珠【2】
0xC7DF6F9D	希望长枪Ⅰ 
0xC7E0694F	RB键/R1键
0xC7F24625	机械猫核心α
0xC806BF75	守势·匠珠【3】
0xC80F6FC7	遗恨 
0xC813B74A	护辟虐弓Ⅱ 
0xC814F269	煌雷霹雳鼓 
0xC83E9D9F	谜之宝珠·铠
0xC851F187	辟兽猫头盔α
0xC872C4BE	塔之秘境
0xC8A2F21D	火炎·守势珠【3】
0xC8ADC948	非即时的
0xC8B1EB99	影蜘蛛的爪
0xC8BBB2FA	红莲斧俄里翁 
0xC90FE490	排除收集任务
0xC9939AAD	狱焰蛸的上等皮
0xC9AF932A	鼓笛·匠珠【3】
0xC9B16189	潜行虫棍Ⅰ 
0xC9C9B382	锯带龙的鳍
0xC9E3B0EF	辟兽狩猎证
0xCA129289	属会·击晕珠【3】
0xCA195544	辟裂弩Ⅱ 
0xCA3E553F	影蜘蛛的坚钳角
0xCA4218AA	强力放臭者Ⅱ 
0xCA64CD0A	骨制发射器Ⅳ 
0xCA6FB0BC	坚铠玉
0xCA90907E	防风护石Ⅱ
0xCAADCF61	钢铁疾风Ⅲ 
0xCABCB4A5	影蜘蛛盾剑Ⅰ 
0xCAC3CCC7	花瓣α 
0xCAF7980F	底力护石Ⅲ
0xCB0CBE10	历战狩猎之证Ⅲ
0xCB1366AE	冰牙龙
0xCB226EE1	强走药
0xCB297787	狱焰盾斧Ⅱ 
0xCB3ABA52	飞燕·达人珠【3】
0xCB3AE041	期冀之剑 
0xCB4BD221	自动在buff结束时补充
0xCB5764A6	女王细剑 
0xCB5E627D	猫车次数
0xCB636B15	麻痹弹
0xCB87A3EC	移除玩家的效果##IGTriple
0xCBB30479	功能释意
0xCBC85CBA	增弹珠Ⅱ【2】
0xCBE9346F	甲壳铳枪Ⅲ 
0xCBFC0D8A	强毒珠【2】
0xCC0D2FBB	波涛刀Ⅱ 
0xCC194030	刺花斩斧Ⅰ 
0xCC200E59	未知
0xCC360A2C	手腕of叛逆 
0xCC39B515	日珥刺矛 
0xCC51F82E	次元刀 
0xCC5BBE58	飞龙刀【白】Ⅱ 
0xCC61540F	刚缠兽
0xCC7EB113	飞龙刀【枫】 
0xCC8A5A8A	狱焰蛸的尖角
0xCC9F77F6	利刃·流水珠【3】
0xCCA378F3	刺花蜘蛛猫假发α
0xCCB8744B	龙鳞装饰壶
0xCCCA8727	龙血石碎片
0xCCDCB5E1	护龙的毛皮
0xCCE5348B	体术护石Ⅰ
0xCD2A1A44	白色铳枪Ⅰ 
0xCD2D3706	体积雾去除距离
0xCD826749	刺花蜘蛛的粘液
0xCD8DF1CD	花纹钢α 
0xCDB48BAA	强毒·击晕珠【3】
0xCDB5D0D2	波衣龙的皮
0xCDB600B7	机械刃棍Ⅰ 
0xCDEC1D5D	中等发光##StdGlow
0xCE05BCD4	皇家壶海鞘
0xCE1255D4	铠龙兵士Ⅰ 
0xCE37F7FB	波衣龙的上等皮
0xCE3CA6B3	重击护石Ⅰ
0xCE3D24F9	怪物体液
0xCE6FBC96	排除以下类型的支线任务
0xCE792F2C	餐点毅力【小】
0xCE7FBDBB	影蜘蛛猫面具α
0xCE8D3BA9	怪鸟狩猎证 S
0xCEA21A8A	护锁刃弓Ⅰ 
0xCEA43CA8	女王宝器 
0xCEB6B745	TAA偏移
0xCEBF2D1A	影蜘蛛的钳角
0xCF0C81EE	沙海剑Ⅳ 
0xCF1DAFD8	没有可加入的任务
0xCF241FBC	刺花蜘蛛猫礼服
0xCF855946	匠珠Ⅱ【2】
0xCF9766A3	生成随机任务
0xCFA69F85	心眼珠Ⅱ【2】
0xCFC0C537	飞燕
0xCFE87BC8	滋养精华
0xCFF5CD51	急袭
0xD00A25BD	断崖金属炮 
0xD021D601	波衣龙的艳触手
0xD07A1ABE	毒妖鸟
0xD07BBB18	护锁刃刀Ⅰ 
0xD07CB0D8	飞身跃入
0xD0818031	餐点无常术【大】
0xD0A11F12	橡子猫铲
0xD0E35162	赫炎护剑Ⅰ 
0xD0FB9434	烈阳弓Ⅰ 
0xD101007E	暗器蛸的尖爪
0xD10C4BE1	护锁刃铳枪Ⅰ 
0xD1244168	强力放臭者Ⅰ 
0xD12BD0B6	影蜘蛛β 
0xD133D4A5	前一帧回合因子
0xD13DD2E1	飞龙的蛋
0xD149E2C0	当慢动作启动时禁用UI界面。
0xD163B9AA	猫猫粗呢头巾
0xD16700CC	影蜘蛛的棘
0xD1786C2E	初弹珠【1】
0xD1883DDA	锁刃戟·陶尔 
0xD18BA872	防御护石Ⅱ
0xD18E660E	格挡性能
0xD1AAEC41	连击
0xD1DE9180	眠狗龙王
0xD21DEF36	机械防御者Ⅰ 
0xD226C2D4	桃毛兽王猫尖头帽
0xD2325443	适应环境
0xD238BAFD	赫炎双刃Ⅰ 
0xD23B48E5	炎尾龙的尾巴
0xD23D212C	雪狮子王
0xD261AFBC	强制击退
0xD269D09F	潜行虫棍Ⅲ 
0xD296DB14	怪鸟头锤Ⅰ 
0xD29F60BE	希望双匕Ⅴ 
0xD2B3A7D7	速变·匠珠【3】
0xD2B6C871	盛宴蘑菇
0xD2BA806C	希望虫棍Ⅲ 
0xD32D0FF3	任务出发时间
0xD330D11A	斩裂果实
0xD3366EF4	技能 3##AmuletSkill3%d
0xD367E875	坚硬竹荚鱼的上等鳍
0xD36ECB36	植学护石Ⅲ
0xD3725A42	赫猿兽β 
0xD37885A6	只能在埃尔加多、炎火村和炎火村集会这三处发布任务。\n
0xD38702D7	鬼铁 
0xD399A03D	女武神烈火 
0xD39EFA13	打磨·铁壁珠【3】
0xD3A6C62E	希望加农炮Ⅱ 
0xD3B7A7E8	电龙
0xD3F8FF36	护凶爪龙的大硬肌
0xD3FEAA2A	密林射猎弓 
0xD40B8C91	属会·冰结珠【3】
0xD42CFDBD	玩家怪异调查等级：=, >=, <=, <, >, =
0xD43E6EE8	乳白茧丝
0xD4C45A2C	暗器蛸的牙
0xD4CAA64A	护锁刃斩斧Ⅰ 
0xD4D3CC4E	盔速龙的头壳
0xD4E40C28	赫猿兽狩猎证 S
0xD4E541F0	流水·集中珠【3】
0xD4E6B184	护锁刃龙猫头盔
0xD4FD5ED0	鼓笛珠【2】
0xD50713DC	特会·击晕珠【3】
0xD51F8A48	火炎珠Ⅲ【3】
0xD5240C13	贯穿珠【3】
0xD528FF74	公主宝器Ⅰ 
0xD53181C5	成才重铁剑 
0xD544CDA9	积弹·射法珠【3】
0xD5451F1A	沼喷龙狩猎证 S
0xD54F87A6	耐龙护石Ⅰ
0xD5760B1B	钢铁疾风Ⅰ 
0xD5B38DCB	金色角质
0xD5BCF12A	铁制突击弩Ⅱ 
0xD5D301AB	沼喷龙α 
0xD5F7A94B	锐利的牙
0xD6001778	钝器珠【1】
0xD6069FB7	炎尾锉Ⅰ 
0xD6270CD8	排除盟友跟随任务
0xD6331213	死神α 
0xD6486D2B	具体任务
0xD6841BCF	辟兽的锐牙
0xD68761FB	破碎结晶
0xD6885562	切换
0xD688FE69	将军镰蟹
0xD68CF299	打磨·攻击珠【3】
0xD691A00C	白炎尾枪Ⅱ 
0xD6AC1FB9	炎尾龙的引火液
0xD6B3C9C0	机械弓Ⅰ 
0xD6B696AD	女王飞虫
0xD6BCF7EC	波涛炮Ⅰ 
0xD6D14ABF	护火龙的翼
0xD6DA92B4	耐震护石Ⅰ
0xD6E77511	护龙之脉动
0xD6F258B8	毒怪鸟的翼
0xD6F871A1	机械α 
0xD70236A3	沙海铳枪Ⅰ 
0xD70805E4	积弹·火炎珠【3】
0xD70A8AA4	暗器蛸狩猎证 S
0xD7278604	蜂蜜
0xD7409F53	炎尾锉Ⅳ 
0xD744B17B	强壁·流水珠【3】
0xD76C0529	护辟兽β 
0xD7758EFF	恶臭耐性
0xD77680DD	希望双匕Ⅳ 
0xD78677E4	煌雷龙猫【铠甲】α
0xD79654C6	优质苍雷晶
0xD7A90E55	风爪盾斧Ⅱ 
0xD7CEE7F9	刺花蜘蛛狩猎证
0xD7D8989F	希望虫棍Ⅱ 
0xD7DB431C	连击珠【3】
0xD7DC8218	硬化药
0xD7E4900E	切蚀风铗刀 
0xD7FE352B	护辟轰笛Ⅰ 
0xD802C6E2	冷冻旗鱼Ⅱ 
0xD81DE165	火龙的红玉
0xD82085EA	阎波梵辟乱刃 
0xD8224D6E	雪狮子王β 
0xD8283DDF	沙海龙猫机械
0xD8355992	在属性弱特触发的情况下 以减数形式显示伤害(与伤害数字显示魔改不接容)
0xD8753EDF	调整体积雾效果
0xD8873F4B	煌雷龙的甲壳
0xD88792CF	补给专用回归球
0xD88C6D73	在慢动作时启动动态模糊
0xD896A3B9	急袭护石Ⅰ
0xD89B3021	重弩自动连射触发键：
0xD89D64C0	煌雷龙的苍雷晶爪
0xD8BD7908	重置列表
0xD8C8778B	加护护石Ⅱ
0xD8CB838B	弓
0xD8CBAF8A	任务可以从任何可以打开任务面板的区域发布。\n
0xD8E539C1	护辟兽猫拳击套α
0xD8E6E29A	暴雪棍Ⅰ 
0xD8FF0130	焰火盾斧Ⅱ 
0xD90603A8	雪狮子王的刚毛
0xD907E683	扩散果实
0xD9144AE9	补给专用大桶爆弹
0xD915B69C	狂澜波涛盾斧 
0xD91F2266	怪鸟的耳
0xD9295F46	护龙
0xD980F1C6	影蜘蛛球锤Ⅰ 
0xD9832A8C	挑战护石Ⅰ
0xD98B4F1B	嗜菇珠【2】
0xD99FE757	铁矿石
0xD9B6318E	白炎战车Ⅰ 
0xD9C84A3D	公主宝器Ⅱ 
0xD9DA2D10	在慢动作中添加尽可能多的运动模糊。
0xD9DFEC02	利刃·火炎珠【3】
0xD9FA2672	风剪轻弩Ⅱ 
0xDA0A03EA	刺花蜘蛛
0xDA0E8BE9	流水·射法珠【3】
0xDA12AAE9	护鹭鹰龙β 
0xDA1E05E9	耐震
0xDA31BEC2	雪狮子王猫头饰α
0xDA52CB92	有效性检查: 技能 2##FilterSkill2%d
0xDA7BA536	白炎斩斧Ⅱ 
0xDA803285	粗兽骨
0xDA810427	舞空长刃 
0xDA84E538	缠蛙棍Ⅱ 
0xDA8E07BB	束缚耐性
0xDA9B2044	修改名字
0xDAA25D9F	初弹·火炎珠【3】
0xDAA44EAA	打磨珠【1】
0xDAA53B96	回避护石Ⅲ
0xDAB357D1	\n可用预算:
0xDAB73D46	致命剧毒锤 
0xDAE56B43	防音珠【2】
0xDAE58949	锁刃斩斧·珀西瓦里 
0xDB13DA9F	金之炼金票
0xDB2BD4AE	阿剌克涅之鳞Ⅰ 
0xDB32F722	沙海长刃Ⅲ 
0xDB34CC96	爆师珠【1】
0xDB47F65D	铁锯刀 
0xDB4D1C99	甲壳铳枪Ⅰ 
0xDB58D61A	护凶爪龙的上等鳞
0xDB665516	领袖反曲刀 
0xDB6F4AA5	餐点起身术
0xDB743C8D	剧毒之泪Ⅱ 
0xDB7AAF34	影蜘蛛柔韧弓Ⅲ 
0xDB802051	机械剑Ⅱ 
0xDB8A90DC	无法加入选定的任务类型
0xDBDECC21	蓄幅珠【1】
0xDBEB4060	白炎翅笛Ⅱ 
0xDBF7134C	请靠近任务面布告栏发布任务，联机模式发布任务时不能隐藏GUI。
0xDC04E4F2	影蜘蛛猫面具
0xDC0B1F19	太古音响 
0xDC195AD8	辟兽
0xDC2EE0A3	大酒杯藻
0xDC56602F	锁刃枪·加雷斯 
0xDC5C4462	鬼人药G
0xDC6C15DB	耐震珠【1】
0xDC7E79D0	抗狂珠【1】
0xDC8F0E0C	棘茶龙
0xDCB165B8	猎弓Ⅲ 
0xDCBEE1C6	体术
0xDCCBBD29	北风熊灵辟暴斧 
